Protein,C(Site): sum_sq,Residual: sum_sq,C(Site): df,Residual: df,C(Site): F,Residual: F,C(Site): PR(>F),Residual: PR(>F)
PXN_OID01032,8.375893073276286,261.7303124264653,4.0,47.0,0.37602348271619146,,0.8245814879786408,
SMAD1_OID01033,13.651344888021214,569.097381259425,4.0,47.0,0.28185563264985203,,0.8882738895131472,
ALDH3A1_OID01034,74.37942496678508,776.554374491536,4.0,47.0,1.125430841764256,,0.3559375007704143,
CSNK1D_OID01035,32.33593396293993,594.7857236573888,4.0,47.0,0.6387968119480338,,0.6374336868404501,
TOP2B_OID01036,62.21473830442007,522.2371713534819,4.0,47.0,1.399791541422345,,0.2486331663774295,
AMN_OID01037,10.093211595735253,111.53962945122461,4.0,47.0,1.0632565020466558,,0.38523074725762696,
MVK_OID01039,32.54584833932138,728.9088137933585,4.0,47.0,0.5246386252306154,,0.718084946620933,
ADGRG1_OID01040,127.45573687265606,1997.0989061203968,4.0,47.0,0.7498902050690044,,0.5630880106414076,
TIGAR_OID01041,10.895721464360898,206.07540052186064,4.0,47.0,0.6212518664626329,,0.6496017957082534,
ENAH_OID01042,42.612556919994276,1101.2192427167843,4.0,47.0,0.4546756216997055,,0.7684829984868925,
EPO_OID01043,5.475136280876663,66.36880556446211,4.0,47.0,0.9693236265615199,,0.43324201576643473,
PDGFC_OID01044,49.2273327348261,507.6667957039251,4.0,47.0,1.1393716597757282,,0.3496352530207761,
AGR2_OID01045,0.8414339353498518,27.842682805084486,4.0,47.0,0.355096842124541,,0.8391853660785858,
PRKAB1_OID01046,8.804453157451537,156.14206645209566,4.0,47.0,0.662552551985052,,0.6211264231935496,
DPP6_OID01047,143.48547280616037,1427.4774431994729,4.0,47.0,1.181072467032176,,0.33135340236515887,
AIFM1_OID01048,35.980987944526404,317.5551762839292,4.0,47.0,1.3313485023156308,,0.2722534879128209,
BAMBI_OID01049,60.70831871001555,730.7860855575329,4.0,47.0,0.9761033480795861,,0.42962344475973724,
CAPG_OID01050,32.19237468525309,614.8824362750132,4.0,47.0,0.6151751623338653,,0.6538392112728546,
BID_OID01051,19.013058536988524,450.58579932805003,4.0,47.0,0.4958066546765842,,0.7388338303343394,
NUCB2_OID01052,37.969303554990205,514.3253374602425,4.0,47.0,0.8674262850323247,,0.49050718452801767,
NOS3_OID01053,7.101392077052707,121.40083079437572,4.0,47.0,0.6873211357729438,,0.6043473735937963,
TNNI3_OID01054,10.826416816212333,505.3916993067344,4.0,47.0,0.2517065431921308,,0.9071873273701208,
CES2_OID01055,18.16550092081422,486.919644135348,4.0,47.0,0.43835700282454887,,0.7802213842465386,
INPPL1_OID01056,11.669906738677982,490.28648479629595,4.0,47.0,0.2796760841499382,,0.8896714005431114,
SIRT5_OID01057,12.916360814497745,77.68370077675783,4.0,47.0,1.9536561473363239,,0.11715187107250587,
ST3GAL1_OID01058,64.82858707837347,596.7770256192626,4.0,47.0,1.2764162584517247,,0.2926652381286178,
FES_OID01059,36.96368913205811,120.69334400010682,4.0,47.0,3.5985691746290365,,0.012213970568184629,
VEGFC_OID01060,47.032095652237494,1005.3957303247466,4.0,47.0,0.5496612997702804,,0.7001577783249522,
CA14_OID01061,33.14616905764966,1271.763568849995,4.0,47.0,0.30624205313536645,,0.8723559251420057,
RCOR1_OID01062,31.682526479468603,495.3391733431925,4.0,47.0,0.7515450143407726,,0.5620201681007404,
LTA4H_OID01063,15.350819855512563,293.9405809928721,4.0,47.0,0.613634676413212,,0.6549152280439361,
EDIL3_OID01064,55.4774402527473,284.24964648151564,4.0,47.0,2.293265553848878,,0.07328495583525212,
FOXO1_OID01065,49.79252807128832,306.5460272545746,4.0,47.0,1.9085623456857468,,0.12465108754371253,
CA12_OID01066,16.93198468273646,588.327837632155,4.0,47.0,0.3381631928600751,,0.8508469957704239,
PLIN1_OID01067,6.662155907141717,195.0968373263055,4.0,47.0,0.4012383438999009,,0.8067610410513322,
PRKRA_OID01068,196.65455554455718,1625.9966037947001,4.0,47.0,1.4210921611127159,,0.24167517781187636,
PPM1B_OID01069,24.03842295360537,250.47338775947543,4.0,47.0,1.1276705770279098,,0.35491848017293426,
YES1_OID01070,23.060437785535736,494.29686955887144,4.0,47.0,0.5481728909629948,,0.7012213025538425,
ENTPD2_OID01071,24.418244682319706,415.1065334486203,4.0,47.0,0.6911825083398001,,0.6017532576121627,
PDP1_OID01072,11.80526045234071,117.36496744098051,4.0,47.0,1.1818842823328652,,0.3310058835733413,
VASH1_OID01073,30.072684978268295,305.1255283370858,4.0,47.0,1.1580612425987722,,0.34133665877021807,
LAT2_OID01074,20.583419701431275,286.202812875145,4.0,47.0,0.8450482336710156,,0.5037996720687705,
KIM1_OID01075,5.346980922245944,206.6806159892238,4.0,47.0,0.30398122018208806,,0.8738521045537604,
STX8_OID01076,3.7668850761571724,33.65160858675681,4.0,47.0,1.315268467203827,,0.2780912464097906,
ERBB2IP_OID01077,23.966108673886378,313.53186712872457,4.0,47.0,0.8981599844922612,,0.4726687187501639,
RASA1_OID01078,105.28885763421172,1389.5705106518967,4.0,47.0,0.8903068017912957,,0.47718063715267534,
MAEA_OID01079,41.58614331376397,350.7283496464034,4.0,47.0,1.3932069775065514,,0.2508211009688661,
GALNT10_OID01080,88.61200462915942,1281.3198786906714,4.0,47.0,0.8125926021350529,,0.5235259247285916,
BTC_OID01081,1.7898529683433002,23.206290793494638,4.0,47.0,0.9062530744434729,,0.4680523137465459,
PON2_OID01082,1.184775611207819,59.49051185647323,4.0,47.0,0.23400560857969993,,0.9178255598025954,
MAGED1_OID01083,8.677252505128523,107.32569460038167,4.0,47.0,0.9499842261901146,,0.443695750603854,
NPPC_OID01084,44.59918647395122,538.6771016098882,4.0,47.0,0.9728285080297301,,0.43136834946907965,
BANK1_OID01085,191.76486710197275,776.6575627514351,4.0,47.0,2.9011977691503095,,0.03163606007792486,
PLXDC1_OID01086,2.444905716276258,39.2922479529328,4.0,47.0,0.7311274783936555,,0.5752820932885131,
NBN_OID01087,2.1698111860242673,28.821797904155098,4.0,47.0,0.8845833115813225,,0.4804890095763308,
MAX_OID01088,83.1353533232923,818.1476515642013,4.0,47.0,1.1939659053974936,,0.32587145729429695,
ENTPD6_OID01089,48.94076247454282,1004.2155687554966,4.0,47.0,0.5726399559693448,,0.6837939654177998,
MAP4K5_OID01090,12.071867804346711,83.58676599371604,4.0,47.0,1.6969725412242598,,0.16654315001084588,
ITGB1BP1_OID01091,61.03100501007608,444.9094011945242,4.0,47.0,1.6118209840993125,,0.18697662484409938,
NUB1_OID01092,7.607244755010317,752.7481789172823,4.0,47.0,0.11874505761002119,,0.9751784655501327,
RARRES1_OID01093,102.37358671016108,496.6749683649807,4.0,47.0,2.421884976012021,,0.06133359110631999,
RASSF2_OID01094,14.735915527762886,944.52902218573,4.0,47.0,0.18331570908275033,,0.9459348251056366,
CALCA_OID01095,126.95677955077649,1117.8750927166652,4.0,47.0,1.3344444020989725,,0.2711423761603434,
CRH_OID01096,56.12620295187026,902.4138122260531,4.0,47.0,0.730798748589274,,0.5754971395074701,
METAP1_OID01097,23.5745873029373,205.18723211103412,4.0,47.0,1.3499933595264735,,0.26562395405280825,
PDCD1_OID01098,479.47334904974554,991.5268991826464,4.0,47.0,5.681955634263353,,0.0008161425230963137,
PTN_OID01099,36.7715407664818,499.7931589229611,4.0,47.0,0.8644888316143607,,0.49223750182528503,
SERPINA9_OID01100,19.788442524743076,156.28902114792993,4.0,47.0,1.487719341754997,,0.221058064913268,
ATP6AP2_OID01101,6.4347419802300845,37.538347233420296,4.0,47.0,2.014159488630594,,0.10778083288062582,
NCF2_OID01102,14.29461043425606,253.64741044024603,4.0,47.0,0.6621856391554879,,0.6213767413734728,
FGR_OID01103,72.60494120717034,477.5624480993319,4.0,47.0,1.7863801112913447,,0.1474002500222419,
PSMA1_OID01104,0.7551358403331048,37.603449987011075,4.0,47.0,0.23595829975650706,,0.9166706776799547,
HPGDS_OID01105,26.373196534604848,471.7719102183651,4.0,47.0,0.6568535611587665,,0.6250200448320695,
STXBP3_OID01106,8.350323498116968,107.87351796726776,4.0,47.0,0.9095494700807474,,0.46618172519392287,
FKBP1B_OID01107,9.367412125557463,68.6711174147772,4.0,47.0,1.6028149332489976,,0.18927235501719486,
CNTN2_OID01108,13.086758774112106,305.5338789264114,4.0,47.0,0.5032810637436806,,0.7334484975894064,
WAS_OID01109,4.209131126827446,66.46086817522824,4.0,47.0,0.7441565555512342,,0.5667975554664442,
PTPRJ_OID01110,32.570512595196895,389.0100940027755,4.0,47.0,0.9837881558693772,,0.4255507501715634,
RRM2B_OID01111,4.932270407871601,219.88496200825765,4.0,47.0,0.26356589719998624,,0.8998591677886333,
PTK7_OID01112,59.57797249728545,613.2703968099959,4.0,47.0,1.14148861657836,,0.34868664760307966,
PVALB_OID01113,79.3078949006683,1158.2790735562344,4.0,47.0,0.8045278433821332,,0.528508575590372,
EGFL7_OID01114,72.8791256917542,656.5732357584952,4.0,47.0,1.3042409897943088,,0.2821598848170203,
FABP9_OID01115,21.064724771501876,187.94322267637855,4.0,47.0,1.3169430242841906,,0.2774780673683981,
TMPRSS15_OID01116,14.135972471052831,254.5580388473042,4.0,47.0,0.6524943281579252,,0.628006333531105,
LHB_OID01117,2.208364073159633,23.106367081507713,4.0,47.0,1.1229925400255754,,0.35704970090939325,
FOSB_OID01118,13.098022522232352,151.03746820541465,4.0,47.0,1.0189641448896638,,0.4073006170828153,
CALR_OID01119,74.64831034359474,622.741294399306,4.0,47.0,1.4084783752509986,,0.2457735533895461,
PGF_OID01493,11.938089062263458,117.31422664482054,4.0,47.0,1.1956993665080664,,0.3251405104148924,
